"GOID","Ontology","Description","GeneRatio","BgRatio","pvalue","Count","geneID","p.adjust"
"GO:0032259","BP","methylation","4/51","282/191179",1.09648197326074e-06,4,"CMTR2/LCMT2/NOP2/TRMT12",8.27984464423813e-06
"GO:0031323","BP","regulation of cellular metabolic process","11/51","6630/191179",1.1415923473889e-06,11,"FASTKD5/FUBP1/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",8.40497365765076e-06
"GO:0060255","BP","regulation of macromolecule metabolic process","11/51","6624/191179",1.13160166518742e-06,11,"FASTKD5/FUBP1/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",8.40497365765076e-06
"GO:0071840","BP","cellular component organization or biogenesis","11/51","6747/191179",1.35261818952321e-06,11,"EIF2S3B/MCTS1/NOP2/NUDT16/PURA/RPL10/RPS27L/RPS8/RPSA/SMN1/UTP3",9.83570510653299e-06
"GO:0006402","BP","mRNA catabolic process","4/51","310/191179",1.59552616714265e-06,4,"FASTKD5/NUDT16/PNRC2/POLR2G",1.14605477127685e-05
"GO:0019222","BP","regulation of metabolic process","11/51","7148/191179",2.3604587369503e-06,11,"FASTKD5/FUBP1/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",1.67507252537798e-05
"GO:0001731","BP","formation of translation preinitiation complex","2/51","10/191179",3.13531306651677e-06,2,"EIF2S3B/MCTS1",2.19845166211712e-05
"GO:0006351","BP","DNA-templated transcription","8/51","3568/191179",4.55208987440251e-06,8,"POLR2G/POLR2J/POLR2J2/POLR2J3/POLR2K/PURA/RPL10/SMN1",3.15433051296832e-05
"GO:0050830","BP","defense response to Gram-positive bacterium","3/51","118/191179",4.67084986208359e-06,3,"RNASE10/RNASE13/RNASE3",3.19423130453971e-05
"GO:0140694","BP","non-membrane-bounded organelle assembly","4/51","408/191179",4.71813452453233e-06,4,"NOP2/RPL10/RPS27L/RPSA",3.19423130453971e-05
