"GOID","Ontology","Description","GeneRatio","BgRatio","pvalue","Count","geneID","p.adjust"
"GO:0060632","BP","regulation of microtubule-based movement","1/51","55/191179",0.0145689743172999,1,"RNASE10",0.0302152319467944
"GO:0051716","BP","cellular response to stimulus","6/51","7599/191179",0.0153395618275368,6,"MCTS1/NOP2/RBM4/RPL3/RPS20/RPS27L",0.0317017611102428
"GO:0072523","BP","purine-containing compound catabolic process","1/51","59/191179",0.0156203810263199,1,"NUDT16",0.032169246239519
"GO:0033554","BP","cellular response to stress","3/51","1968/191179",0.0157169865325829,3,"MCTS1/RBM4/RPS27L",0.0322554183543252
"GO:0006915","BP","apoptotic process","3/51","1973/191179",0.0158225082416013,3,"DDX19A/RPL10/RPS27L",0.0323592269246637
"GO:0006383","BP","transcription by RNA polymerase III","1/51","61/191179",0.0161456718754056,1,"POLR2K",0.0326797276103571
"GO:0031329","BP","regulation of cellular catabolic process","2/51","722/191179",0.0160697810983079,2,"FASTKD5/POLR2G",0.0326797276103571
"GO:0034113","BP","heterotypic cell-cell adhesion","1/51","61/191179",0.0161456718754056,1,"RNASE10",0.0326797276103571
"GO:0035773","BP","insulin secretion involved in cellular response to glucose stimulus","1/51","64/191179",0.0169330929137627,1,"RBM4",0.0341561360486514
"GO:0010564","BP","regulation of cell cycle process","2/51","745/191179",0.0170444121403093,2,"NUDT16/RPS27L",0.0342633404458777
"GO:0012501","BP","programmed cell death","3/51","2051/191179",0.0175207949550701,3,"DDX19A/RPL10/RPS27L",0.0351011844508037
"GO:0008219","BP","cell death","3/51","2055/191179",0.0176105340986193,3,"DDX19A/RPL10/RPS27L",0.0351613714714805
"GO:0006919","BP","activation of cysteine-type endopeptidase activity involved in apoptotic process","1/51","68/191179",0.0179820265986073,1,"RPS27L",0.035781802927634
"GO:0000288","BP","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","1/51","69/191179",0.0182440885241036,1,"POLR2G",0.0360596246332116
"GO:0046626","BP","regulation of insulin receptor signaling pathway","1/51","69/191179",0.0182440885241036,1,"RBM4",0.0360596246332116
"GO:0019731","BP","antibacterial humoral response","1/51","70/191179",0.0185060818864879,1,"RNASE3",0.036333607437138
"GO:0032922","BP","circadian regulation of gene expression","1/51","70/191179",0.0185060818864879,1,"RBM4",0.036333607437138
"GO:0000380","BP","alternative mRNA splicing, via spliceosome","1/51","71/191179",0.01876800670334,1,"RBM4",0.0367254350440773
"GO:0006360","BP","transcription by RNA polymerase I","1/51","72/191179",0.0190298629922347,1,"POLR2K",0.0371145341139943
"GO:0002067","BP","glandular epithelial cell differentiation","1/51","73/191179",0.0192916507707435,1,"RBM4",0.0373775733683155
"GO:0030330","BP","DNA damage response, signal transduction by p53 class mediator","1/51","73/191179",0.0192916507707435,1,"RPS27L",0.0373775733683155
"GO:0008088","BP","axo-dendritic transport","1/51","77/191179",0.0203381171321692,1,"PURA",0.039275904888025
"GO:0009166","BP","nucleotide catabolic process","1/51","78/191179",0.0205995626221497,1,"NUDT16",0.0396507921060332
"GO:0031016","BP","pancreas development","1/51","79/191179",0.020860939707075,1,"RBM4",0.0398931606735948
"GO:0032508","BP","DNA duplex unwinding","1/51","79/191179",0.020860939707075,1,"PURA",0.0398931606735948
"GO:0048856","BP","anatomical structure development","5/51","5971/191179",0.0212158183363094,5,"PURA/RBM4/RPL10/SMN1/UTP3",0.040440508090894
"GO:0044773","BP","mitotic DNA damage checkpoint signaling","1/51","83/191179",0.02190576434695,1,"RPS27L",0.0413541512831845
"GO:0051149","BP","positive regulation of muscle cell differentiation","1/51","83/191179",0.02190576434695,1,"RBM4",0.0413541512831845
"GO:0061844","BP","antimicrobial humoral immune response mediated by antimicrobial peptide","1/51","83/191179",0.02190576434695,1,"RNASE3",0.0413541512831845
"GO:0072332","BP","intrinsic apoptotic signaling pathway by p53 class mediator","1/51","84/191179",0.0221667996696063,1,"RPS27L",0.041713242828748
"GO:0032392","BP","DNA geometric change","1/51","85/191179",0.0224277666923792,1,"PURA",0.0420699190503547
"GO:2000134","BP","negative regulation of G1/S transition of mitotic cell cycle","1/51","86/191179",0.0226886654327826,1,"RPS27L",0.042289949176927
"GO:2000243","BP","positive regulation of reproductive process","1/51","86/191179",0.0226886654327826,1,"RNASE10",0.042289949176927
"GO:0044774","BP","mitotic DNA integrity checkpoint signaling","1/51","87/191179",0.0229494959083257,1,"RPS27L",0.0425070851886914
"GO:1901292","BP","nucleoside phosphate catabolic process","1/51","87/191179",0.0229494959083257,1,"NUDT16",0.0425070851886914
"GO:0006974","BP","DNA damage response","2/51","884/191179",0.023447672840345,2,"MCTS1/RPS27L",0.0430666380293542
"GO:0042127","BP","regulation of cell population proliferation","3/51","2291/191179",0.0233647444478661,3,"MCTS1/NOP2/PURA",0.0430666380293542
"GO:0050829","BP","defense response to Gram-negative bacterium","1/51","89/191179",0.0234709521348433,1,"RNASE3",0.0430666380293542
"GO:0042221","BP","response to chemical","4/51","4096/191179",0.0236871073704915,4,"DDX19A/RBM4/RNASE3/RPL3",0.0433282802522345
"GO:0071103","BP","DNA conformation change","1/51","92/191179",0.0242526249256358,1,"PURA",0.0442253748643948
"GO:0000245","BP","spliceosomal complex assembly","1/51","95/191179",0.0250336842773075,1,"SMN1",0.0453687385825664
"GO:1902807","BP","negative regulation of cell cycle G1/S phase transition","1/51","95/191179",0.0250336842773075,1,"RPS27L",0.0453687385825664
"GO:0035278","BP","miRNA-mediated gene silencing by inhibition of translation","1/51","97/191179",0.0255540499452422,1,"RBM4",0.0461697405452383
"GO:0007017","BP","microtubule-based process","2/51","940/191179",0.0262658824029511,2,"PURA/RNASE10",0.0473107178450709
"GO:0008630","BP","intrinsic apoptotic signaling pathway in response to DNA damage","1/51","102/191179",0.0268537731508209,1,"RPS27L",0.0480755999569408
"GO:0019080","BP","viral gene expression","1/51","102/191179",0.0268537731508209,1,"MCTS1",0.0480755999569408
"GO:0048024","BP","regulation of mRNA splicing, via spliceosome","1/51","107/191179",0.0281517967233053,1,"RBM4",0.0502466917273539
"GO:0000122","BP","negative regulation of transcription by RNA polymerase II","2/51","980/191179",0.02835892631165,2,"PURA/RPL10",0.0504634670621203
"GO:0046822","BP","regulation of nucleocytoplasmic transport","1/51","109/191179",0.0286705307430406,1,"RBM4",0.050864284962804
"GO:0043280","BP","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/51","111/191179",0.0291889933093047,1,"RPS27L",0.0516285797572987
"GO:0006367","BP","transcription initiation at RNA polymerase II promoter","1/51","112/191179",0.0294481228408914,1,"POLR2G",0.0518936731320248
"GO:0007399","BP","nervous system development","3/51","2510/191179",0.0295150772482654,3,"PURA/SMN1/UTP3",0.0518936731320248
"GO:0032502","BP","developmental process","5/51","6549/191179",0.030045449396373,5,"PURA/RBM4/RPL10/SMN1/UTP3",0.0525126697165094
"GO:0042752","BP","regulation of circadian rhythm","1/51","114/191179",0.0299661784879492,1,"RBM4",0.0525126697165094
"GO:0002065","BP","columnar/cuboidal epithelial cell differentiation","1/51","123/191179",0.0322940759749728,1,"RBM4",0.0562757714475118
"GO:0008286","BP","insulin receptor signaling pathway","1/51","125/191179",0.032810642260961,1,"RBM4",0.0570072810964779
"GO:0000077","BP","DNA damage checkpoint signaling","1/51","126/191179",0.0330688240171381,1,"RPS27L",0.0572868745473362
"GO:0050684","BP","regulation of mRNA processing","1/51","129/191179",0.0338429639463961,1,"RBM4",0.0582851045743488
"GO:2001056","BP","positive regulation of cysteine-type endopeptidase activity","1/51","129/191179",0.0338429639463961,1,"RPS27L",0.0582851045743488
"GO:0032543","BP","mitochondrial translation","1/51","130/191179",0.0341008755341412,1,"MRPS28",0.0585580632350122
"GO:0009894","BP","regulation of catabolic process","2/51","1086/191179",0.0342152530855266,2,"FASTKD5/POLR2G",0.0585836746144627
"GO:0019730","BP","antimicrobial humoral response","1/51","133/191179",0.0348742053737852,1,"RNASE3",0.0595388607685781
"GO:0030317","BP","flagellated sperm motility","1/51","134/191179",0.0351318470701616,1,"RNASE10",0.0596330199548276
"GO:0097722","BP","sperm motility","1/51","134/191179",0.0351318470701616,1,"RNASE10",0.0596330199548276
"GO:0031570","BP","DNA integrity checkpoint signaling","1/51","135/191179",0.0353894213369544,1,"RPS27L",0.0597686211810142
"GO:0035556","BP","intracellular signal transduction","3/51","2698/191179",0.0354146838576807,3,"NOP2/RPS20/RPS27L",0.0597686211810142
"GO:0071333","BP","cellular response to glucose stimulus","1/51","136/191179",0.0356469281914585,1,"RBM4",0.0599886877279117
"GO:0051726","BP","regulation of cell cycle","2/51","1119/191179",0.0361269747132927,2,"NUDT16/RPS27L",0.0605092747232759
"GO:0071331","BP","cellular response to hexose stimulus","1/51","138/191179",0.0361617397327557,1,"RBM4",0.0605092747232759
"GO:0071326","BP","cellular response to monosaccharide stimulus","1/51","140/191179",0.0366762818323253,1,"RBM4",0.0611964022641348
"GO:0007093","BP","mitotic cell cycle checkpoint signaling","1/51","142/191179",0.0371905546283677,1,"RPS27L",0.0617953758978784
"GO:0007275","BP","multicellular organism development","4/51","4728/191179",0.0372450907364123,4,"PURA/RPL10/SMN1/UTP3",0.0617953758978784
"GO:0046434","BP","organophosphate catabolic process","1/51","146/191179",0.0382182928623304,1,"NUDT16",0.0630548305207635
"GO:1903008","BP","organelle disassembly","1/51","146/191179",0.0382182928623304,1,"MCTS1",0.0630548305207635
"GO:0071322","BP","cellular response to carbohydrate stimulus","1/51","151/191179",0.0395014532814463,1,"RBM4",0.064989821180927
"GO:0006352","BP","DNA-templated transcription initiation","1/51","154/191179",0.0402705437610855,1,"POLR2G",0.0660706135801654
"GO:0010950","BP","positive regulation of endopeptidase activity","1/51","156/191179",0.040782935296247,1,"RPS27L",0.0665405786412451
"GO:0046718","BP","viral entry into host cell","1/51","156/191179",0.040782935296247,1,"RPSA",0.0665405786412451
"GO:0001678","BP","intracellular glucose homeostasis","1/51","157/191179",0.0410390304800725,1,"RBM4",0.0667734501457533
"GO:0060294","BP","cilium movement involved in cell motility","1/51","158/191179",0.041295058630995,1,"RNASE10",0.0670049298447826
"GO:0001539","BP","cilium or flagellum-dependent cell motility","1/51","163/191179",0.0425741944937376,1,"RNASE10",0.0677735150184093
"GO:0006261","BP","DNA-templated DNA replication","1/51","161/191179",0.0420627410582732,1,"PURA",0.0677735150184093
"GO:0043281","BP","regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/51","163/191179",0.0425741944937376,1,"RPS27L",0.0677735150184093
"GO:0044409","BP","entry into host","1/51","163/191179",0.0425741944937376,1,"RPSA",0.0677735150184093
"GO:0051147","BP","regulation of muscle cell differentiation","1/51","162/191179",0.042318501249491,1,"RBM4",0.0677735150184093
"GO:0060285","BP","cilium-dependent cell motility","1/51","163/191179",0.0425741944937376,1,"RNASE10",0.0677735150184093
"GO:0061157","BP","mRNA destabilization","1/51","163/191179",0.0425741944937376,1,"POLR2G",0.0677735150184093
"GO:0007338","BP","single fertilization","1/51","166/191179",0.0433408727163648,1,"RNASE10",0.0686583415103278
"GO:0009144","BP","purine nucleoside triphosphate metabolic process","1/51","167/191179",0.0435962983444187,1,"NUDT16",0.0686583415103278
"GO:0050779","BP","RNA destabilization","1/51","167/191179",0.0435962983444187,1,"POLR2G",0.0686583415103278
"GO:0061014","BP","positive regulation of mRNA catabolic process","1/51","167/191179",0.0435962983444187,1,"POLR2G",0.0686583415103278
"GO:0010952","BP","positive regulation of peptidase activity","1/51","170/191179",0.044362174130302,1,"RPS27L",0.0696781881673276
"GO:0010970","BP","transport along microtubule","1/51","173/191179",0.0451274486288208,1,"PURA",0.070691668197807
"GO:0065008","BP","regulation of biological quality","3/51","2985/191179",0.0455087013241466,3,"FASTKD5/POLR2G/RBM4",0.0710998012730036
"GO:1901136","BP","carbohydrate derivative catabolic process","1/51","178/191179",0.0464015711885918,1,"NUDT16",0.0723029773282555
"GO:0043484","BP","regulation of RNA splicing","1/51","181/191179",0.0471652445149645,1,"RBM4",0.0732990211591401
"GO:2000045","BP","regulation of G1/S transition of mitotic cell cycle","1/51","183/191179",0.0476740269303162,1,"RPS27L",0.0738947417419901
"GO:0009141","BP","nucleoside triphosphate metabolic process","1/51","184/191179",0.0479283182485982,1,"NUDT16",0.0738999462000638
"GO:0022402","BP","cell cycle process","2/51","1308/191179",0.0478325914625056,2,"NUDT16/RPS27L",0.0738999462000638
"GO:0031503","BP","protein-containing complex localization","1/51","188/191179",0.0489448179909854,1,"PURA",0.0746852274525658
"GO:0044000","BP","movement in host","1/51","188/191179",0.0489448179909854,1,"RPSA",0.0746852274525658
"GO:0045892","BP","negative regulation of DNA-templated transcription","2/51","1323/191179",0.048814089432001,2,"PURA/RPL10",0.0746852274525658
"GO:0048513","BP","animal organ development","3/51","3070/191179",0.0487458010416653,3,"RBM4/RPL10/UTP3",0.0746852274525658
"GO:0042770","BP","signal transduction in response to DNA damage","1/51","189/191179",0.0491987766292588,1,"RPS27L",0.0748787582290269
"GO:0009966","BP","regulation of signal transduction","3/51","3094/191179",0.0496799520941001,3,"NOP2/RBM4/RPS20",0.0751153145788238
"GO:0040011","BP","locomotion","2/51","1334/191179",0.0495385361744663,2,"RNASE10/RNASE3",0.0751153145788238
"GO:1902679","BP","negative regulation of RNA biosynthetic process","2/51","1337/191179",0.0497367957313095,2,"PURA/RPL10",0.0751153145788238
"GO:0000075","BP","cell cycle checkpoint signaling","1/51","192/191179",0.0499602537035049,1,"RPS27L",0.0752598195175559
"GO:0009749","BP","response to glucose","1/51","193/191179",0.0502139465049057,1,"RBM4",0.075449016559667
"GO:2000116","BP","regulation of cysteine-type endopeptidase activity","1/51","195/191179",0.0507211328749579,1,"RPS27L",0.0760171686090337
"GO:1901991","BP","negative regulation of mitotic cell cycle phase transition","1/51","196/191179",0.0509746264776859,1,"RPS27L",0.0762031852674036
"GO:0009746","BP","response to hexose","1/51","198/191179",0.0514814146037028,1,"RBM4",0.0767659574723568
"GO:0030073","BP","insulin secretion","1/51","199/191179",0.0517347091610418,1,"RBM4",0.0769488477168021
"GO:0003341","BP","cilium movement","1/51","203/191179",0.0527472244163258,1,"RNASE10",0.0780605909075777
"GO:1903313","BP","positive regulation of mRNA metabolic process","1/51","203/191179",0.0527472244163258,1,"POLR2G",0.0780605909075777
"GO:0007623","BP","circadian rhythm","1/51","204/191179",0.0530001875716688,1,"RBM4",0.0782383721296063
"GO:0009566","BP","fertilization","1/51","207/191179",0.0537586797293254,1,"RNASE10",0.0785703780659371
"GO:0032869","BP","cellular response to insulin stimulus","1/51","206/191179",0.0535059152111778,1,"RBM4",0.0785703780659371
"GO:0034284","BP","response to monosaccharide","1/51","206/191179",0.0535059152111778,1,"RBM4",0.0785703780659371
"GO:2000241","BP","regulation of reproductive process","1/51","207/191179",0.0537586797293254,1,"RNASE10",0.0785703780659371
"GO:1902806","BP","regulation of cell cycle G1/S phase transition","1/51","209/191179",0.0542640102473304,1,"RPS27L",0.0791126288011822
"GO:0051701","BP","biological process involved in interaction with host","1/51","211/191179",0.054769076187462,1,"RPSA",0.0796518169738644
"GO:0030705","BP","cytoskeleton-dependent intracellular transport","1/51","213/191179",0.0552738776854773,1,"PURA",0.0801879654107048
"GO:0099111","BP","microtubule-based transport","1/51","214/191179",0.0555261793110968,1,"PURA",0.0803560678482458
"GO:0008283","BP","cell population proliferation","3/51","3323/191179",0.0590320421991709,3,"MCTS1/NOP2/PURA",0.085220276606156
"GO:0009743","BP","response to carbohydrate","1/51","230/191179",0.0595540327246141,1,"RBM4",0.085763631478723
"GO:0030072","BP","peptide hormone secretion","1/51","241/191179",0.0623134080971811,1,"RBM4",0.0895185301688772
"GO:0042981","BP","regulation of apoptotic process","2/51","1523/191179",0.0625762470440248,2,"DDX19A/RPL10",0.0896773953988579
"GO:0007155","BP","cell adhesion","2/51","1529/191179",0.0630075947041882,2,"RNASE10/RPSA",0.090076391458172
"GO:0002790","BP","peptide secretion","1/51","246/191179",0.0635650441425923,1,"RBM4",0.090653295399484
"GO:0045930","BP","negative regulation of mitotic cell cycle","1/51","248/191179",0.0640652398075779,1,"RPS27L",0.0911459571175445
"GO:0000082","BP","G1/S transition of mitotic cell cycle","1/51","252/191179",0.0650648454433265,1,"RPS27L",0.0916822822155964
"GO:0006355","BP","regulation of DNA-templated transcription","3/51","3456/191179",0.0648204341916481,3,"POLR2K/PURA/RPL10",0.0916822822155964
"GO:0033500","BP","carbohydrate homeostasis","1/51","252/191179",0.0650648454433265,1,"RBM4",0.0916822822155964
"GO:0042593","BP","glucose homeostasis","1/51","251/191179",0.0648150422041596,1,"RBM4",0.0916822822155964
"GO:2001141","BP","regulation of RNA biosynthetic process","3/51","3474/191179",0.0656235084417378,3,"POLR2K/PURA/RPL10",0.0922487982629679
"GO:0043067","BP","regulation of programmed cell death","2/51","1573/191179",0.066201878479664,2,"DDX19A/RPL10",0.0928402533917193
"GO:0006959","BP","humoral immune response","1/51","258/191179",0.0665622916768613,1,"RNASE3",0.0929032933594107
"GO:0032886","BP","regulation of microtubule-based process","1/51","258/191179",0.0665622916768613,1,"RNASE10",0.0929032933594107
"GO:0010646","BP","regulation of cell communication","3/51","3518/191179",0.0676060815582273,3,"NOP2/RBM4/RPS20",0.0934741362389575
"GO:0015833","BP","peptide transport","1/51","262/191179",0.0675592825851735,1,"RBM4",0.0934741362389575
"GO:0023051","BP","regulation of signaling","3/51","3514/191179",0.067424708297573,3,"NOP2/RBM4/RPS20",0.0934741362389575
"GO:0090068","BP","positive regulation of cell cycle process","1/51","262/191179",0.0675592825851735,1,"NUDT16",0.0934741362389575
"GO:0032868","BP","response to insulin","1/51","269/191179",0.0693015051625794,1,"RBM4",0.0955938794865556
"GO:1901988","BP","negative regulation of cell cycle phase transition","1/51","277/191179",0.0712887089922242,1,"RPS27L",0.098105256066402
"GO:0006260","BP","DNA replication","1/51","278/191179",0.0715368167953977,1,"PURA",0.0982172146678071
"GO:0044843","BP","cell cycle G1/S phase transition","1/51","279/191179",0.0717848596152019,1,"RPS27L",0.0983285635194277
"GO:0052548","BP","regulation of endopeptidase activity","1/51","288/191179",0.0740143234926198,1,"RPS27L",0.101147184540958
"GO:0048511","BP","rhythmic process","1/51","296/191179",0.0759916612429283,1,"RBM4",0.103609001092789
"GO:0046651","BP","lymphocyte proliferation","1/51","307/191179",0.0787037429272716,1,"PURA",0.107058902041947
"GO:0046879","BP","hormone secretion","1/51","308/191179",0.0789499084681089,1,"RBM4",0.107146304349576
"GO:0007165","BP","signal transduction","4/51","6102/191179",0.079498914490942,4,"NOP2/RBM4/RPS20/RPS27L",0.107396469346708
"GO:0071375","BP","cellular response to peptide hormone stimulus","1/51","310/191179",0.0794420461119574,1,"RBM4",0.107396469346708
"GO:0052547","BP","regulation of peptidase activity","1/51","312/191179",0.0799339259490462,1,"RPS27L",0.107737030626975
"GO:0032943","BP","mononuclear cell proliferation","1/51","314/191179",0.0804255481117285,1,"PURA",0.10815216401326
"GO:0009416","BP","response to light stimulus","1/51","318/191179",0.0814080199429507,1,"RBM4",0.109050322491179
"GO:0009914","BP","hormone transport","1/51","319/191179",0.0816534770608686,1,"RBM4",0.109050322491179
"GO:0010948","BP","negative regulation of cell cycle process","1/51","320/191179",0.0818988698758629,1,"RPS27L",0.109050322491179
"GO:0019058","BP","viral life cycle","1/51","321/191179",0.0821441984044436,1,"RPSA",0.109050322491179
"GO:0022409","BP","positive regulation of cell-cell adhesion","1/51","322/191179",0.0823894626631145,1,"RNASE10",0.109050322491179
"GO:0044403","BP","biological process involved in symbiotic interaction","1/51","322/191179",0.0823894626631145,1,"RPSA",0.109050322491179
"GO:0097193","BP","intrinsic apoptotic signaling pathway","1/51","319/191179",0.0816534770608686,1,"RPS27L",0.109050322491179
"GO:1902531","BP","regulation of intracellular signal transduction","2/51","1794/191179",0.0830225956191484,2,"NOP2/RPS20",0.109641948026185
"GO:0045787","BP","positive regulation of cell cycle","1/51","334/191179",0.085327626716215,1,"NUDT16",0.112433942138368
"GO:0032386","BP","regulation of intracellular transport","1/51","336/191179",0.0858164231766851,1,"RBM4",0.112825609935419
"GO:0045862","BP","positive regulation of proteolysis","1/51","350/191179",0.0892308352007773,1,"RPS27L",0.116793248740573
"GO:0070661","BP","leukocyte proliferation","1/51","350/191179",0.0892308352007773,1,"PURA",0.116793248740573
"GO:0042886","BP","amide transport","1/51","354/191179",0.0902040829747444,1,"RBM4",0.117805332310697
"GO:1901990","BP","regulation of mitotic cell cycle phase transition","1/51","355/191179",0.0904472355583588,1,"RPS27L",0.117861552530693
"GO:0010038","BP","response to metal ion","1/51","359/191179",0.0914192089442317,1,"DDX19A",0.118865152468328
"GO:0048731","BP","system development","3/51","4044/191179",0.0933595690777132,3,"PURA/SMN1/UTP3",0.121120674420205
"GO:0009306","BP","protein secretion","1/51","368/191179",0.0936024273755426,1,"RBM4",0.121168856536691
"GO:0035592","BP","establishment of protein localization to extracellular region","1/51","369/191179",0.0938446894893823,1,"RBM4",0.121216057257119
"GO:1901653","BP","cellular response to peptide","1/51","374/191179",0.095055048146291,1,"RBM4",0.122510773212616
"GO:0048583","BP","regulation of response to stimulus","3/51","4092/191179",0.0958890620707569,3,"NOP2/RBM4/RPS20",0.123047184225873
"GO:0071692","BP","protein localization to extracellular region","1/51","377/191179",0.0957805023971224,1,"RBM4",0.123047184225873
"GO:0023052","BP","signaling","4/51","6571/191179",0.0978079469388394,4,"NOP2/RBM4/RPS20/RPS27L",0.125236697276036
"GO:0031331","BP","positive regulation of cellular catabolic process","1/51","396/191179",0.100361823481303,1,"POLR2G",0.128228013081318
"GO:0007154","BP","cell communication","4/51","6667/191179",0.101784332438616,4,"NOP2/RBM4/RPS20/RPS27L",0.129764008238842
"GO:0045786","BP","negative regulation of cell cycle","1/51","407/191179",0.103003757895386,1,"RPS27L",0.131035018143374
"GO:0071310","BP","cellular response to organic substance","2/51","2042/191179",0.103261510004577,2,"RBM4/RPL3",0.131079804725637
"GO:0042692","BP","muscle cell differentiation","1/51","419/191179",0.105877193402967,1,"RBM4",0.134111111643758
"GO:0009314","BP","response to radiation","1/51","428/191179",0.108026345963272,1,"RBM4",0.136539737708943
"GO:0043434","BP","response to peptide hormone","1/51","430/191179",0.108503247203923,1,"RBM4",0.136848849257196
"GO:0048568","BP","embryonic organ development","1/51","453/191179",0.113969676259813,1,"RPL10",0.143436195121858
"GO:1901987","BP","regulation of cell cycle phase transition","1/51","456/191179",0.114680261622088,1,"RPS27L",0.144022759265267
"GO:0006163","BP","purine nucleotide metabolic process","1/51","463/191179",0.116336122096301,1,"NUDT16",0.145791438116429
"GO:0006935","BP","chemotaxis","1/51","468/191179",0.117517020221526,1,"RNASE3",0.146924924476782
"GO:0042330","BP","taxis","1/51","470/191179",0.117988946141796,1,"RNASE3",0.146924924476782
"GO:0044772","BP","mitotic cell cycle phase transition","1/51","470/191179",0.117988946141796,1,"RPS27L",0.146924924476782
"GO:0050673","BP","epithelial cell proliferation","1/51","480/191179",0.120344866891604,1,"PURA",0.149542461179652
"GO:0045785","BP","positive regulation of cell adhesion","1/51","482/191179",0.120815310160271,1,"RNASE10",0.149810984598736
"GO:0023061","BP","signal release","1/51","484/191179",0.121285506764547,1,"RBM4",0.150078074546887
"GO:0022407","BP","regulation of cell-cell adhesion","1/51","493/191179",0.123398342408844,1,"RNASE10",0.152053606022613
"GO:0072521","BP","purine-containing compound metabolic process","1/51","493/191179",0.123398342408844,1,"NUDT16",0.152053606022613
"GO:0022411","BP","cellular component disassembly","1/51","497/191179",0.124335780995184,1,"MCTS1",0.152888883102638
"GO:0051345","BP","positive regulation of hydrolase activity","1/51","503/191179",0.125740096325116,1,"RPS27L",0.154293576532278
"GO:1901652","BP","response to peptide","1/51","516/191179",0.128775209306006,1,"RBM4",0.157689393516087
"GO:0007346","BP","regulation of mitotic cell cycle","1/51","520/191179",0.129707010213094,1,"RPS27L",0.158500890073677
"GO:0009117","BP","nucleotide metabolic process","1/51","524/191179",0.130637834051777,1,"NUDT16",0.159307834899579
"GO:0010035","BP","response to inorganic substance","1/51","531/191179",0.132264427718094,1,"DDX19A",0.160958156871812
"GO:0006753","BP","nucleoside phosphate metabolic process","1/51","533/191179",0.132728620481568,1,"NUDT16",0.161190015388956
"GO:0010817","BP","regulation of hormone levels","1/51","537/191179",0.133656275777028,1,"RBM4",0.161982605828538
"GO:0043065","BP","positive regulation of apoptotic process","1/51","540/191179",0.134351378788613,1,"DDX19A",0.162490681943518
"GO:0043068","BP","positive regulation of programmed cell death","1/51","563/191179",0.139662367626972,1,"DDX19A",0.168567898631735
"GO:0044770","BP","cell cycle phase transition","1/51","574/191179",0.142191100176443,1,"RPS27L",0.171269034772852
"GO:0009896","BP","positive regulation of catabolic process","1/51","601/191179",0.148367136061046,1,"POLR2G",0.177618380365764
"GO:0055086","BP","nucleobase-containing small molecule metabolic process","1/51","601/191179",0.148367136061046,1,"NUDT16",0.177618380365764
"GO:2000147","BP","positive regulation of cell motility","1/51","600/191179",0.148139173367579,1,"RNASE10",0.177618380365764
"GO:0032870","BP","cellular response to hormone stimulus","1/51","610/191179",0.150416110775961,1,"RBM4",0.179706063381422
"GO:0006357","BP","regulation of transcription by RNA polymerase II","2/51","2581/191179",0.151067750262127,2,"PURA/RPL10",0.180061719427477
"GO:0040017","BP","positive regulation of locomotion","1/51","614/191179",0.151325214119866,1,"RNASE10",0.180061719427477
"GO:0030162","BP","regulation of proteolysis","1/51","618/191179",0.152233363725559,1,"RPS27L",0.180413382765301
"GO:0035195","BP","miRNA-mediated post-transcriptional gene silencing","1/51","618/191179",0.152233363725559,1,"RBM4",0.180413382765301
"GO:0097190","BP","apoptotic signaling pathway","1/51","622/191179",0.153140560573613,1,"RPS27L",0.181124076662366
"GO:0051276","BP","chromosome organization","1/51","626/191179",0.154046805643615,1,"PURA",0.181830798645469
"GO:0007169","BP","transmembrane receptor protein tyrosine kinase signaling pathway","1/51","635/191179",0.156082382179859,1,"RBM4",0.183498050107658
"GO:0035194","BP","regulatory ncRNA-mediated post-transcriptional gene silencing","1/51","635/191179",0.156082382179859,1,"RBM4",0.183498050107658
"GO:0016441","BP","post-transcriptional gene silencing","1/51","643/191179",0.157887751643414,1,"RBM4",0.185237471513902
"GO:0032501","BP","multicellular organismal process","4/51","7882/191179",0.158190913703723,4,"PURA/RPL10/SMN1/UTP3",0.185237471513902
"GO:0071417","BP","cellular response to organonitrogen compound","1/51","654/191179",0.160363953426451,1,"RBM4",0.187409461444801
"GO:0070887","BP","cellular response to chemical stimulus","2/51","2746/191179",0.166485433600129,2,"RBM4/RPL3",0.19417806017916
"GO:1901699","BP","cellular response to nitrogen compound","1/51","691/191179",0.168640721564287,1,"RBM4",0.196303132413765
"GO:0061061","BP","muscle structure development","1/51","698/191179",0.170197573699696,1,"RBM4",0.197724597453887
"GO:0002376","BP","immune system process","2/51","2817/191179",0.173205130204671,2,"PURA/RNASE3",0.200822483642817
"GO:0031047","BP","regulatory ncRNA-mediated gene silencing","1/51","714/191179",0.173745367589472,1,"RBM4",0.200914379306403
"GO:0055082","BP","intracellular chemical homeostasis","1/51","715/191179",0.173966610265307,1,"RBM4",0.200914379306403
"GO:0010033","BP","response to organic substance","2/51","2837/191179",0.17510637806971,2,"RBM4/RPL3",0.201834944585243
"GO:0007420","BP","brain development","1/51","723/191179",0.175734462049547,1,"UTP3",0.202163277631217
"GO:0030855","BP","epithelial cell differentiation","1/51","741/191179",0.17969857742488,1,"RBM4",0.206320588895233
"GO:0060322","BP","head development","1/51","771/191179",0.186263940282587,1,"UTP3",0.213442530790747
"GO:1903047","BP","mitotic cell cycle process","1/51","774/191179",0.186917636169266,1,"RPS27L",0.213775704279025
"GO:0051336","BP","regulation of hydrolase activity","1/51","776/191179",0.187353147378759,1,"RPS27L",0.213858534507925
