"GOID","Ontology","Description","GeneRatio","BgRatio","pvalue","Count","geneID","p.adjust"
"GO:0012505","CC","endomembrane system","6/51","4743/191179",0.00160960630389662,6,"PNRC2/RNASE3/RPL10/RPL41/RPS29/RPS8",0.003787308950345
"GO:0089701","CC","U2AF complex","1/51","6/191179",0.00159954803110651,1,"ZRSR2P1",0.003787308950345
"GO:0042272","CC","nuclear RNA export factor complex","1/51","7/191179",0.00186589538690674,1,"NXF5",0.0043267139406533
"GO:0005783","CC","endoplasmic reticulum","4/51","2032/191179",0.00213758309063528,4,"RPL10/RPL41/RPS29/RPS8",0.00488590420716635
"GO:0032797","CC","SMN complex","1/51","10/191179",0.00266451955548452,1,"SMN1",0.00600455111095104
"GO:0016281","CC","eukaryotic translation initiation factor 4F complex","1/51","12/191179",0.00319658759734764,1,"EIF4A1",0.00700621939144689
"GO:0097504","CC","Gemini of coiled bodies","1/51","12/191179",0.00319658759734764,1,"SMN1",0.00700621939144689
"GO:0005736","CC","RNA polymerase I complex","1/51","13/191179",0.00346251725064861,1,"POLR2K",0.00748652378518619
"GO:0098554","CC","cytoplasmic side of endoplasmic reticulum membrane","1/51","16/191179",0.00425988895400886,1,"RPS29",0.00908776310188557
"GO:0005666","CC","RNA polymerase III complex","1/51","18/191179",0.00479112255402636,1,"POLR2K",0.00995557933304179
